Christian Code,DrugBank ID,AE(kcal/mol) 4NQC,AE(kcal/mol) 5U72,MEDIA GEO EA,SMILES,Common name
db4680,DB07287,"-9,3","-8,2","-8,73",OC1=CC(CC2=CC=CC=N2)=CC=C1OC1=CC=C(Cl)C=C1Cl,"2-(2,4-DICHLOROPHENOXY)-5-(PYRIDIN-2-YLMETHYL)PHENOL"
db4681,DB07288,"-9,3","-8,7","-8,99",ClC1=CC=C(NC(=O)C2=C(NCC3=CC=NC=C3)C=CC=C2)C=C1,N-(4-chlorophenyl)-2-[(pyridin-4-ylmethyl)amino]benzamide
db4682,DB07289,"-8,6",-8,"-8,29",OC(=O)COC1=C(SC(=C1Br)C1=CC=CC(NCC2=CC=CC=C2)=C1)C(O)=O,5-[3-(BENZYLAMINO)PHENYL]-4-BROMO-3-(CARBOXYMETHOXY)THIOPHENE-2-CARBOXYLIC ACID
db4683,DB07290,"-9,3","-8,7","-8,99",[H][C@@](NS(=O)(=O)C1=CC(C)=C(F)C=C1)(C1CCOCC1)C(=O)NO,(2R)-2-{[(4-FLUORO-3-METHYLPHENYL)SULFONYL]AMINO}-N-HYDROXY-2-TETRAHYDRO-2H-PYRAN-4-YLACETAMIDE
db4686,DB07293,"-8,1","-7,1","-7,58",CC(=O)CNC(=O)OCC1=CC=CC=C1,benzyl (2-oxopropyl)carbamate
db4687,DB07294,"-8,1","-8,6","-8,35",CC1(C)CCC(C)(C)C2=C1C=CC(=C2)[C@H](O)C(=O)NC1=C(F)C=C(C=C1)C(O)=O,"3-fluoro-4-[2-hydroxy-2-(5,5,8,8-tetramethyl-5,6,7,8,-tetrahydro-naphtalen-2-yl)-acetylamino]-benzoic acid"
db4689,DB07296,-11,"-9,8","-10,38",OC1=C(C(=O)O\C1=C/C1=CC=CC2=CC=CC=C12)C1=CC=C(Cl)C=C1,(5Z)-3-(4-CHLOROPHENYL)-4-HYDROXY-5-(1-NAPHTHYLMETHYLENE)FURAN-2(5H)-ONE
db4690,DB07297,"-7,4","-8,8","-8,07",C(CN1CCNCC1)NC1=C2C(OC(=C2C2=CC=CC=C2)C2=CC=CC=C2)=NC=N1,"5,6-DIPHENYL-N-(2-PIPERAZIN-1-YLETHYL)FURO[2,3-D]PYRIMIDIN-4-AMINE"
db4693,DB07301,"-8,7","-7,9","-8,29",N1C2=CC=CC=C2C2=CC=CC=C12,9H-CARBAZOLE
db4695,DB07303,"-7,9",-8,"-7,95",COC1=CN=CC(=C1)C1=CC(CNC2=CC=CN=C2N)=CC=C1,"N~3~-[3-(5-METHOXYPYRIDIN-3-YL)BENZYL]PYRIDINE-2,3-DIAMINE"
db4696,DB07304,"-8,5",-8,"-8,25",OC(=O)C1=CC=C(O1)C1=C(OC(F)(F)F)C=CC=C1,5-[2-(TRIFLUOROMETHOXY)PHENYL]-2-FUROIC ACID
db4697,DB07305,"-9,6","-8,1","-8,82",OC(=O)C1=CC=C(O1)C1=CC=C(C=C1Cl)[N+]([O-])=O,5-(2-CHLORO-4-NITROPHENYL)-2-FUROIC ACID
db4699,DB07307,"-8,5","-10,7","-9,54",CC1=CC=CC=C1C1=NN=CC2=C1C=CC(=C2)C1=C(C)C=CC(=C1)C(=O)NC1CC1,N-cyclopropyl-4-methyl-3-[1-(2-methylphenyl)phthalazin-6-yl]benzamide
db4700,DB07308,-9,"-7,8","-8,38",OC(=O)C1=CC=C(CC2=CC=CC=C2Cl)O1,5-(2-CHLOROBENZYL)-2-FUROIC ACID
db4701,DB07309,"-7,5","-8,3","-7,89",OC(=O)C1=C(NS(=O)(=O)C2=CC=C(Cl)C=C2)C=CC(Br)=C1,5-BROMO-2-{[(4-CHLOROPHENYL)SULFONYL]AMINO}BENZOIC ACID
db4702,DB07310,"-6,7","-8,5","-7,55",[H][C@@](C)(NC1=NC(=O)[C@](C)(S1)C(F)(F)F)C1=C(F)C=CC=C1,"(5S)-2-{[(1S)-1-(2-fluorophenyl)ethyl]amino}-5-methyl-5-(trifluoromethyl)-1,3-thiazol-4(5H)-one"
db4703,DB07311,"-8,3",-9,"-8,64",ClC1=CC2=C(OCCCCCOC3=CN=CC(NC(=O)N2)=N3)C=C1,"18-CHLORO-11,12,13,14-TETRAHYDRO-1H,10H-8,4-(AZENO)-9,15,1,3,6-BENZODIOXATRIAZACYCLOHEPTADECIN-2-ONE"
db4704,DB07312,"-7,8","-8,8","-8,28",ClC1=CC=C2OC(NS(=O)(=O)C3=CC(Cl)=CC=C3Cl)=NC2=C1,"2,5-DICHLORO-N-(5-CHLORO-1,3-BENZOXAZOL-2-YL)BENZENESULFONAMIDE"
db4705,DB07313,"-7,8","-8,1","-7,95",CC1=CC=C(NS(=O)(=O)C2=CC=CC=C2)C(=C1)C(O)=O,5-METHYL-2-[(PHENYLSULFONYL)AMINO]BENZOIC ACID
db4709,DB07317,"-8,4","-7,4","-7,88",O=C1OCC\C1=C/NC1=CC=CC=C1,(3E)-3-[(phenylamino)methylidene]dihydrofuran-2(3H)-one
db4710,DB07318,"-8,8",-8,"-8,39",[H][C@@]1(CCNC(=O)C2=COC=C2)NC2=C(F)C=CC(F)=C2C(N)=N1,"N-[2-(4-AMINO-5,8-DIFLUORO-1,2-DIHYDROQUINAZOLIN-2-YL)ETHYL]-3-FURAMIDE"
db4712,DB07321,"-8,8","-8,8","-8,80",COC1=CC2=C(OC(NS(=O)(=O)C3=CC(Cl)=CC=C3Cl)=N2)C(=C1)C1=CN=C(OC)C=C1,"2,5-DICHLORO-N-[5-METHOXY-7-(6-METHOXYPYRIDIN-3-YL)-1,3-BENZOXAZOL-2-YL]BENZENESULFONAMIDE"
db4713,DB07322,"-7,4","-8,7","-8,02",OC(=O)C1=C2CCCCC2=CC=C1NS(=O)(=O)C1=CC=CC=C1,"2-[(PHENYLSULFONYL)AMINO]-5,6,7,8-TETRAHYDRONAPHTHALENE-1-CARBOXYLIC ACID"
db4714,DB07323,"-7,4","-8,9","-8,12",CN(C)C\C=C/C1=CC(F)=CC=C1S(=O)(=O)NC1=CC=C2CCCCC2=C1C(O)=O,"2-[({2-[(1Z)-3-(DIMETHYLAMINO)PROP-1-ENYL]-4-FLUOROPHENYL}SULFONYL)AMINO]-5,6,7,8-TETRAHYDRONAPHTHALENE-1-CARBOXYLIC ACID"
db4715,DB07324,"-8,5","-7,7","-8,09",CC1=CC(=NC(N)=N1)C#CC1=C(CNN2C=COC2=O)C=CC=C1,"3-({2-[(2-AMINO-6-METHYLPYRIMIDIN-4-YL)ETHYNYL]BENZYL}AMINO)-1,3-OXAZOL-2(3H)-ONE"
db4716,DB07325,"-9,5","-8,3","-8,88",CC1=NC(N)=NC(CNS(=O)(=O)C2=CC(N\C=C3/CCOC3=O)=CC=C2)=C1,N-[(2-AMINO-6-METHYLPYRIMIDIN-4-YL)METHYL]-3-{[(E)-(2-OXODIHYDROFURAN-3(2H)-YLIDENE)METHYL]AMINO}BENZENESULFONAMIDE
db4717,DB07326,"-9,5","-9,7","-9,60",FC(F)(F)C1=CC(NC2=NOC3=C(C(=O)NC4=CN=CN=C4)C(Cl)=CC=C23)=CC=C1,"6-chloro-N-pyrimidin-5-yl-3-{[3-(trifluoromethyl)phenyl]amino}-1,2-benzisoxazole-7-carboxamide"
db4719,DB07328,"-7,8","-7,6","-7,70",[H][C@]1(CNC(=O)NC2=CC=C(C=C2)C(=O)OC)CC[C@]([H])(N1)C(=O)N1CCC[C@@]1([H])CN,"METHYL 4-{[({[(2R,5S)-5-{[(2S)-2-(AMINOMETHYL)PYRROLIDIN-1-YL]CARBONYL}PYRROLIDIN-2-YL]METHYL}AMINO)CARBONYL]AMINO}BENZOATE"
db4724,DB07333,"-9,8","-10,1","-9,95",COC1=CC=C(C=C1NC1=NC=C(O1)C1=CC(=CC=C1)C1=CN=CC=C1)S(=O)(=O)NCC1CC1,"N-(CYCLOPROPYLMETHYL)-4-(METHYLOXY)-3-({5-[3-(3-PYRIDINYL)PHENYL]-1,3-OXAZOL-2-YL}AMINO)BENZENESULFONAMIDE"
db4725,DB07334,"-8,9","-9,3","-9,10",CCS(=O)(=O)C1=CC=C(OC)C(NC2=NC=C(O2)C2=CC=CC(=C2)C2=CC=CC=N2)=C1,"N-[5-(ETHYLSULFONYL)-2-METHOXYPHENYL]-5-[3-(2-PYRIDINYL)PHENYL]-1,3-OXAZOL-2-AMINE"
db4726,DB07335,"-8,7","-7,8","-8,24",CC(C)N1N=C(C2=C1N=CN=C2N)C1=CC=CC(O)=C1,"3-[4-AMINO-1-(1-METHYLETHYL)-1H-PYRAZOLO[3,4-D]PYRIMIDIN-3-YL]PHENOL"
db4727,DB07337,"-10,1","-8,8","-9,43",NC1=NC(CC2=C3C=CNC3=CC=C2Cl)=NC(NC2=CC=C(C=C2)C#N)=N1,"4-[4-AMINO-6-(5-CHLORO-1H-INDOL-4-YLMETHYL)-[1,3,5]TRIAZIN-2-YLAMINO]-BENZONITRILE"
db4728,DB07338,"-8,3","-8,9","-8,59",OC(=O)C1=C(C=CC(OC2=CC=C(C=C2Cl)C(F)(F)F)=C1)[N+]([O-])=O,Acifluorfen
db4730,DB07340,"-7,5","-8,6","-8,03",C1CCC(CC1)NC1=C2N=CNC2=NC(NC2=CC=C(C=C2)N2CCOCC2)=N1,"N~6~-cyclohexyl-N~2~-(4-morpholin-4-ylphenyl)-9H-purine-2,6-diamine"
db4732,DB07343,"-9,2","-8,2","-8,69",NC1=NC(OC2=C(Cl)C=CC=C2Cl)=NC(NC2=CC=C(C=C2)C#N)=N1,"4-[4-AMINO-6-(2,6-DICHLORO-PHENOXY)-[1,3,5]TRIAZIN-2-YLAMINO]-BENZONITRILE"
db4734,DB07345,"-8,9","-7,2","-8,00",NCCC1=CC=C(O)C(=C1)C1CCCCC1,4-(2-aminoethyl)-2-cyclohexylphenol
db4738,DB07350,"-7,7","-8,2","-7,95",CN1C=C(C=C1\C=C\C(=O)NO)C(=O)CC1=CC=CC=C1,(2E)-N-hydroxy-3-[1-methyl-4-(phenylacetyl)-1H-pyrrol-2-yl]prop-2-enamide
db4739,DB07351,"-9,3","-8,9","-9,10",[H][C@@](C)(NC(=O)OCC1=CC=CC=C1)C(=O)NC[P@](O)(=O)O[C@@]([H])(CC1=CC=CC=C1)C(O)=O,O-(((1R)-((N-(PHENYL-METHOXY-CARBONYL)-ALANYL)-AMINO)METHYL)HYDROXYPHOSPHINYL)3-L-PHENYLLACTATE
db4740,DB07352,"-7,2","-8,1","-7,64",OC1=CC=C(C=C1)C1=CC(=O)C2=C(O)C=C(O)C=C2O1,Apigenin
db4742,DB07354,"-6,4","-8,8","-7,50",COC1=C(OC)C=C2C3=C([NH+]=CC2=C1)C1=C(C3)C=C2OCOC2=C1,"2,3-DIMETHOXY-12H-[1,3]DIOXOLO[5,6]INDENO[1,2-C]ISOQUINOLIN-6-IUM"
db4747,DB07359,"-9,8","-7,5","-8,57",CN1C=NN=C1SC1=NC(C(=O)NC2=NC(C)=CS2)=C(SC2=CC=C(F)C=C2)C=C1,"3-[(4-fluorophenyl)sulfanyl]-N-(4-methyl-1,3-thiazol-2-yl)-6-[(4-methyl-4H-1,2,4-triazol-3-yl)sulfanyl]pyridine-2-carboxamide"
db4748,DB07360,"-8,1","-9,1","-8,59",FC(F)(F)C1=CC=CC(NC(=O)NC2=NC=C(CCNC3=NC=NC4=C3SC=C4)S2)=C1,"1-{5-[2-(thieno[3,2-d]pyrimidin-4-ylamino)ethyl]-1,3-thiazol-2-yl}-3-[3-(trifluoromethyl)phenyl]urea"
db4749,DB07362,"-8,4",-9,"-8,69",CN1N=CC2=C1C(NCCC1=CN=C(NC(=O)NC3=CC=CC(=C3)C(F)(F)F)S1)=NC=N2,"1-(5-{2-[(1-methyl-1H-pyrazolo[4,3-d]pyrimidin-7-yl)amino]ethyl}-1,3-thiazol-2-yl)-3-[3-(trifluoromethyl)phenyl]urea"
db4750,DB07363,"-8,2",-8,"-8,10",CC1=CC=C(CNS(=O)(=O)C2=CC=C(S2)S(N)(=O)=O)C=C1,"THIOPHENE-2,5-DISULFONIC ACID 2-AMIDE-5-(4-METHYL-BENZYLAMIDE)"
db4751,DB07365,"-9,4","-8,2","-8,78",[H][C@](N)(CC1=CC=CC2=C1C=CC=C2)C(O)=O,NAPHTHALEN-2-YL-3-ALANINE
db4752,DB07366,"-7,8","-7,9","-7,85",[H][C@]1(CCCN1C(=O)OCC1=CC=CC=C1)C(=O)NNCCCCN,2-[N'-(4-AMINO-BUTYL)-HYDRAZINOCARBONYL]-PYRROLIDINE-1-CARBOXYLIC ACID BENZYL ESTER
db4754,DB07369,"-9,1","-9,1","-9,10",CN(C1=CC(Cl)=CC=C1)S(=O)(=O)C1=CC2=C(CC3=C(C)C(C)=C(C)N3)C(=O)N=C2C=C1,"N-(3-chlorophenyl)-N-methyl-2-oxo-3-[(3,4,5-trimethyl-1H-pyrrol-2-yl)methyl]-2H-indole-5-sulfonamide"
db4755,DB07371,"-6,3",-9,"-7,53",CC1=C2C=CC=CC2=C(CCC(O)=O)C2=C1C=CC=C2,3-(10-methyl-9-anthryl)propanoic acid
db4756,DB07373,"-6,7","-9,7","-8,06",[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,"ANDROSTA-1,4-DIENE-3,17-DIONE"
db4757,DB07374,"-8,3","-7,5","-7,89",[H][C@]1(O)CN[C@]([H])(CC2=CC=C(OC)C=C2)[C@]1([H])OC(C)=O,Anisomycin
db4758,DB07375,"-6,4","-9,9","-7,96",[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@]2([H])CC(=O)CC[C@]12C,"5-BETA-ANDROSTANE-3,17-DIONE"
db4763,DB07380,"-8,3","-7,7","-7,99",[H][C@@](CC1=CC=CC=C1)(NC(C)=O)C(=O)C(F)(F)F,"1,1,1-TRIFLUORO-3-ACETAMIDO-4-PHENYL BUTAN-2-ONE(N-ACETYL-L-PHENYLALANYL TRIFLUOROMETHYL KETONE)"
db4765,DB07382,"-8,8","-8,1","-8,44",C1CC1C1=NNC(NC2=CC=NC(NC3=CC4=C(NC=N4)C=C3)=N2)=C1,"N~2~-1H-benzimidazol-5-yl-N~4~-(3-cyclopropyl-1H-pyrazol-5-yl)pyrimidine-2,4-diamine"
db4766,DB07383,"-7,3","-8,3","-7,78",[H][C@@](CC1=CC=CC=C1)(NC(C)=O)C(O)(O)C(F)(F)F,"N-(1-BENZYL-3,3,3-TRIFLUORO-2,2-DIHYDROXY-PROPYL)-ACETAMIDE"
db4770,DB07389,"-8,5","-7,9","-8,19",CC1=CC(N)=NC(CCNC(=O)C2=CC=C(C=C2)C#N)=C1,N-[2-(6-AMINO-4-METHYLPYRIDIN-2-YL)ETHYL]-4-CYANOBENZAMIDE
db4771,DB07390,"-8,7","-8,2","-8,45",[H][C@@](CC1=CC=CC=C1)(NC(=O)NC1=NN=C(S)S1)C(=O)NC,"2-[3-(5-MERCAPTO-[1,3,4]THIADIAZOL-2-YL)-UREIDO]-N-METHYL-3-PHENYL-PROPIONAMIDE"
db4774,DB07393,"-6,8","-9,3","-7,95",C1CCC2=C(P(C(=C2C1)C1=NC=CC=C1)C1=CC=CC=C1)C1=NC=CC=C1,"2-(2-PHENYL-3-PYRIDIN-2-YL-4,5,6,7-TETRAHYDRO-2H-ISOPHOSPHINDOL-1-YL)PYRIDINE"
db4775,DB07394,"-7,2","-8,9","-8,00",[H][C@]1(CC)O[C@]2(C)[C@]([H])(OC(C)=O)[C@@]1(C)O[C@@]([H])(\C=C\C=C\C=C\C1=C(C)C(OC)=CC(=O)O1)[C@]2([H])O,AUROVERTIN B
db4776,DB07395,"-9,2",-9,"-9,10",OC(=O)C1=CC=C(NC(=O)NC(=O)C2=CC(F)=C(F)C=C2Cl)C(OC(F)(F)F)=C1,"4-[3-(2-Chloro-4,5-difluoro-benzoyl)ureido]-3-trifluoromethoxybenzoic acid"
db4777,DB07396,"-9,4","-8,5","-8,94",OC(=O)C1CCN(CC1)C1=C(NC(=O)NC(=O)C2=CC(F)=C(F)C=C2Cl)C=C(F)C=C1,"1-{2-[3-(2-Chloro-4,5-difluoro-benzoyl)-ureido]-4-fluoro-phenyl}-piperidine-4-carboxylic acid"
db4778,DB07397,"-9,6","-9,1","-9,35",[H][C@@]1(CC(N)=O)CCCC2=C1C1=C(S2)N=C(NC1=O)C(=O)NCC1=CC=C2OCC(=O)NC2=C1,"(5S)-5-(2-amino-2-oxoethyl)-4-oxo-N-[(3-oxo-3,4-dihydro-2H-1,4-benzoxazin-6-yl)methyl]-3,4,5,6,7,8-hexahydro[1]benzothieno[2,3-d]pyrimidine-2-carboxamide"
db4779,DB07398,"-8,1","-7,3","-7,69",NC(=O)C1=C(NC(=O)C2CC2)SC2=C1CCCC2,"2-[(CYCLOPROPYLCARBONYL)AMINO]-4,5,6,7-TETRAHYDRO-1-BENZOTHIOPHENE-3-CARBOXAMIDE"
db4781,DB07401,"-8,7","-8,5","-8,60",CO\C=C(\C(=O)OC)C1=CC=CC=C1OC1=NC=NC(OC2=CC=CC=C2C#N)=C1,METHYL (2Z)-2-(2-{[6-(2-CYANOPHENOXY)PYRIMIDIN-4-YL]OXY}PHENYL)-3-METHOXYACRYLATE
db4783,DB07403,"-7,9","-8,2","-8,05",CN(C)C(=O)C1=CC=C(C=C1)S(=O)(=O)C1=CC=C(NC(=O)[C@@](C)(O)C(F)(F)F)C(Cl)=C1,"4-[(3-CHLORO-4-{[(2R)-3,3,3-TRIFLUORO-2-HYDROXY-2-METHYLPROPANOYL]AMINO}PHENYL)SULFONYL]-N,N-DIMETHYLBENZAMIDE"
db4784,DB07404,"-7,4","-8,3","-7,84",OC(CC1=CC=CC(=C1)C1=CC(=CC=C1)C1=CC=CC=C1)(P(O)(O)=O)P(O)(O)=O,"(1-HYDROXY-1-PHOSPHONO-2-[1,1'"
db4785,DB07405,"-8,1","-8,6","-8,35",NC1=NC2(CCN(CC2)C(=O)C2=CC=C(N=C2)C#N)NC2=C(F)C=CC(F)=C12,"1-(6-CYANO-3-PYRIDYLCARBONYL)-5',8'-DIFLUOROSPIRO[PIPERIDINE-4,2'(1'H)-QUINAZOLINE]-4'-AMINE"
db4786,DB07406,"-7,8","-8,7","-8,24",[H][C@]1(C)CNC(=O)C2=C1C1=CC(=CC=C1N2)C(=O)NC1=NC(=CS1)C(=O)NCCN(C)C,"(4R)-N-[4-({[2-(DIMETHYLAMINO)ETHYL]AMINO}CARBONYL)-1,3-THIAZOL-2-YL]-4-METHYL-1-OXO-2,3,4,9-TETRAHYDRO-1H-BETA-CARBOLINE-6-CARBOXAMIDE"
db4788,DB07408,"-8,8","-7,6","-8,18",OC(=O)C1=CC=C(O1)C1=C(C=CC=C1)[N+]([O-])=O,5-(2-NITROPHENYL)-2-FUROIC ACID
db4789,DB07409,"-7,3","-8,2","-7,74",OC(CC1=CC=CC(=C1)C1=CC=C(C=C1)C1=CC=CC=C1)(P(O)(O)=O)P(O)(O)=O,"(1-HYDROXY-1-PHOSPHONO-2-[1,1'"
db4790,DB07410,"-8,1","-7,6","-7,85",OC(CC1=CC(=CC=C1)C1=CC=CC2=C1OC1=C2C=CC=C1)(P(O)(O)=O)P(O)(O)=O,[2-(3-DIBENZOFURAN-4-YL-PHENYL)-1-HYDROXY-1-PHOSPHONO-ETHYL]-PHOSPHONIC ACID
db4791,DB07412,"-8,5","-7,4","-7,93",NCC1=C(C=CC=C1)C1=CC=CC=C1,1-biphenyl-2-ylmethanamine
db4793,DB07415,"-9,3","-7,9","-8,57",[H][C@@](CC1=CC(=CC=C1OC)[N+]([O-])=O)(C1=CNC(N)=N1)C1=CC=C(OC)C(F)=C1,4-[(1S)-1-(3-fluoro-4-methoxyphenyl)-2-(2-methoxy-5-nitrophenyl)ethyl]-1H-imidazol-2-amine
db4795,DB07418,"-7,8","-7,6","-7,70",OP(=O)(OC1=CC=C(C=C1)[N+]([O-])=O)OC1=CC=C(C=C1)[N+]([O-])=O,bis(4-nitrophenyl) hydrogen phosphate
db4796,DB07419,"-8,6","-8,2","-8,40",C[C@](O)(COC1=CC=C(Cl)C(F)=C1)C(=O)NC1=CC(=C(C=C1)C#N)C(F)(F)F,S-23
db4797,DB07420,"-8,4","-8,2","-8,30",[H][C@@](CCCC1=CC=CC(OC2=CC=CC=C2)=C1)(P(O)(O)=O)S(O)(=O)=O,(1R)-4-(3-phenoxyphenyl)-1-phosphonobutane-1-sulfonic acid
db4798,DB07421,"-8,8",-8,"-8,39",[H][C@](O)(NC1=CC(=C(C=C1)C#N)C(F)(F)F)[C@@](C)(O)COC1=CC=C(C=C1)[N+]([O-])=O,"4-{[(1R,2S)-1,2-dihydroxy-2-methyl-3-(4-nitrophenoxy)propyl]amino}-2-(trifluoromethyl)benzonitrile"
db4799,DB07422,-8,"-8,1","-8,05",C[C@](O)(COC1=C(F)C(F)=C(F)C(F)=C1F)C(=O)NC1=CC=C(C(=C1)C(F)(F)F)[N+]([O-])=O,(2S)-2-hydroxy-2-methyl-N-[4-nitro-3-(trifluoromethyl)phenyl]-3-(pentafluorophenoxy)propanamide
db4800,DB07423,"-9,4","-8,6","-8,99",CC(=O)NC1=CC=C(OC[C@](C)(O)C(=O)NC2=CC(=C(C=C2)[N+]([O-])=O)C(F)(F)F)C=C1,(2S)-3-[4-(acetylamino)phenoxy]-2-hydroxy-2-methyl-N-[4-nitro-3-(trifluoromethyl)phenyl]propanamide
db4801,DB07425,"-9,8","-7,7","-8,69",CC(C)C1=C(O)C=CC(CC2=C(C)C=C(OCC(O)=O)C=C2C)=C1,Sobetirome
db4802,DB07426,"-7,9","-8,2","-8,05",OC(COC1=CC=CC(=C1)C1=CC=CC(=C1)C1=CC=CC=C1)(P(O)(O)=O)P(O)(O)=O,"[1-HYDROXY-2-(1,1':3',1''-TERPHENYL-3-YLOXY)ETHANE-1,1-DIYL]BIS(PHOSPHONIC ACID)"
db4803,DB07427,"-7,9","-7,4","-7,65",COC1=C(OCC2=NC=CC=C2)C=C(C)C=C1,2-[(2-methoxy-5-methylphenoxy)methyl]pyridine
db4804,DB07428,"-8,3","-7,6","-7,94",COC1=CC(OCC2=CC=NC=C2)=C(C)C=C1,4-[(5-methoxy-2-methylphenoxy)methyl]pyridine
db4808,DB07432,"-7,7","-8,5","-8,09",[H][C@]1(CO)O\C(=N/OC(=O)NC2=CC=CC=C2)[C@]([H])(NC(=O)CCC)[C@@]([H])(O)[C@]1([H])O,"[[(3R,4R,5S,6R)-3-(butanoylamino)-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-ylidene]amino] N-phenylcarbamate"
db4810,DB07434,"-10,1","-9,6","-9,85",[H][C@@](C)(NC(=O)[C@]([H])(CC1=CC=CC=C1)C(=O)NO)C(=O)NCC(=O)NC1=CC=C(C=C1)[N+]([O-])=O,HONH-BENZYLMALONYL-L-ALANYLGLYCINE-P-NITROANILIDE
db4811,DB07435,"-7,4","-9,8","-8,52",[H][C@@]1(O)CC2=C3C=CC4=CC=CC5=CC=C(C=C2[C@@]([H])(O)[C@]1([H])O)C3=C45,"1,2,3-TRIHYDROXY-1,2,3,4-TETRAHYDROBENZO[A]PYRENE"
db4813,DB07437,"-8,2","-7,7","-7,95",OCCOCN1C=C(CC2=CC=CC=C2)C(=O)NC1=O,"1-((2-HYDROXYETHOXY)METHYL)-5-BENZYLPYRIMIDINE-2,4(1H,3H)-DIONE"
db4814,DB07439,"-8,5","-8,9","-8,70",OCCOCN1C(=O)NC(=O)C(CC2=CC=CC(OCC3=CC=CC=C3)=C2)=C1O,"1-((2-HYDROXYETHOXY)METHYL)-5-(3-(BENZYLOXY)BENZYL)-6-HYDROXYPYRIMIDINE-2,4(1H,3H)-DIONE"
db4817,DB07443,"-6,7","-8,9","-7,72",C\C(O)=C(/C#N)C(=O)NC1=CC=C(C=C1)C1=CC=CC=C1,(2Z)-N-biphenyl-4-yl-2-cyano-3-hydroxybut-2-enamide
db4819,DB07446,"-7,4","-8,5","-7,93",[H][C@](CC(C)C)(NS(=O)(=O)C1=CC=C(C=C1)C1=CC=CC=C1)C(O)=O,N-(biphenyl-4-ylsulfonyl)-D-leucine
db4820,DB07447,"-6,1","-9,6","-7,65",[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@]2([H])CC(=O)CC[C@]12C,5beta-dihydrotestosterone
db4821,DB07448,"-7,9","-8,2","-8,05",[H][C@@](CC1=CC=CC=C1)(C[P@](O)(=O)[C@]([H])(N)CCC1=CC=CC=C1)C(O)=O,(2S)-3-[(R)-[(1S)-1-amino-3-phenylpropyl](hydroxy)phosphoryl]-2-benzylpropanoic acid
db4822,DB07449,"-8,2","-7,4","-7,79",[H][C@@](CCCNC(C)=N)(NC(=O)C1=CC=CC=C1)C(N)=O,N-[(1S)-1-(AMINOCARBONYL)-4-(ETHANIMIDOYLAMINO)BUTYL]BENZAMIDE
db4824,DB07451,"-9,9","-8,5","-9,17",[H][C@@]1(C[C@@]1([H])C1=C(F)C=CC(C(=O)CC)=C1O)NC(=O)NC1=NC=C(Br)C=C1,1-(5-BROMO-PYRIDIN-2-YL)-3-[2-(6-FLUORO-2-HYDROXY-3-PROPIONYL-PHENYL)-CYCLOPROPYL]-UREA
db4825,DB07452,"-8,5","-6,9","-7,66",NC1=NC2=C(N1)C=C1C(=O)NC(N)=NC1=C2,"2,6-diamino-1,7-dihydro-8H-imidazo[4,5-g]quinazolin-8-one"
db4826,DB07453,"-9,1","-9,5","-9,30",O=C1C=C(OC2=C1C=CC1=CC=CC=C21)C1=CC=CC=C1,2-PHENYL-4H-BENZO[H]CHROMEN-4-ONE
db4829,DB07456,"-9,1","-10,3","-9,68",[H]N1C=C(C2=CC=CC=C12)C1=C(C(=O)N([H])C1=O)C1=CN(CC[C@H]2CCCN2C)C2=CC=CC=C12,"3-(1H-indol-3-yl)-4-(1-{2-[(2S)-1-methylpyrrolidinyl]ethyl}-1H-indol-3-yl)-1H-pyrrole-2,5-dione"
db4830,DB07457,"-6,9","-9,7","-8,18",NCCCN1C=C(C2=C1C=CC=C2)C1=C(C(=O)NC1=O)C1=CNC2=C1C=CC=C2,"3-[1-(3-AMINOPROPYL)-1H-INDOL-3-YL]-4-(1H-INDOL-3-YL)-1H-PYRROLE-2,5-DIONE"
db4831,DB07458,"-9,9","-10,4","-10,15",[H]N1C=C(C2=CC=CC=C12)C1=C(C(=O)N([H])C1=O)C1=CN(CC[C@@H]2CCCN2C)C2=CC=CC=C12,"3-(1H-indol-3-yl)-4-{1-[2-(1-methylpyrrolidin-2-yl)ethyl]-1H-indol-3-yl}-1H-pyrrole-2,5-dione"
db4832,DB07459,"-9,6","-8,4","-8,98",O=C(NCC1=NC=CC=C1)C1=CC=C(OC2=CC=CC=C2)C=C1,4-PHENOXY-N-(PYRIDIN-2-YLMETHYL)BENZAMIDE
db4833,DB07460,"-9,4","-8,6","-8,99",CNC(=O)C1=C(NC2=NC(NC3=CC=C(C=C3OC)N3CCOCC3)=NC=C2Cl)C=CC=C1,2-({5-CHLORO-2-[(2-METHOXY-4-MORPHOLIN-4-YLPHENYL)AMINO]PYRIMIDIN-4-YL}AMINO)-N-METHYLBENZAMIDE
db4835,DB07462,"-10,1","-8,3","-9,16",OC1=CC=C(C(=O)C2=CC=CC=C2)C(=C1O)[N+]([O-])=O,"(3,4-DIHYDROXY-2-NITROPHENYL)(PHENYL)METHANONE"
db4837,DB07467,"-7,7","-8,2","-7,95",[H][C@]1(C)CC2=CC=CC=C2N1NC(=O)C1=CC=C(Cl)C(=C1)S(N)(=O)=O,"4-chloro-N-[(2S)-2-methyl-2,3-dihydro-1H-indol-1-yl]-3-sulfamoylbenzamide"
